"","buying","maint","doors","persons","lug_boot","safety","class"
"3010","vhigh","vhigh","3","4","big","high","unacc"
"3011","high","high","4","more","small","low","unacc"
"3012","med","med","2","4","small","med","acc"
"3013","med","low","5more","4","med","high","vgood"
"3014","vhigh","low","2","2","big","low","unacc"
"3015","low","med","3","more","small","high","acc"
"3016","med","high","4","4","med","med","acc"
"3017","high","high","5more","4","med","low","unacc"
"3018","low","med","4","4","big","high","vgood"
"3019","low","low","2","2","big","med","unacc"
"3020","high","high","4","4","med","low","unacc"
"3021","high","med","4","4","small","med","acc"
"3022","high","med","5more","2","big","med","unacc"
"3023","low","med","5more","2","small","low","unacc"
"3024","high","high","2","2","small","high","unacc"
"3025","vhigh","high","4","more","med","med","unacc"
"3026","high","med","4","2","med","low","unacc"
"3027","low","high","5more","more","big","med","acc"
"3028","high","low","3","more","big","low","unacc"
"3029","vhigh","med","5more","2","small","med","unacc"
"3030","vhigh","low","3","2","small","low","unacc"
"3031","vhigh","low","3","2","med","high","unacc"
"3032","low","low","4","more","big","med","acc"
"3033","vhigh","vhigh","2","2","med","med","unacc"
"3034","low","high","5more","4","med","med","acc"
"3035","med","low","2","more","med","high","vgood"
"3036","high","vhigh","5more","2","big","high","unacc"
"3037","vhigh","vhigh","4","4","big","med","acc"
"3038","high","high","3","4","small","med","unacc"
"3039","vhigh","med","4","more","big","high","acc"
"3040","low","high","5more","4","big","low","unacc"
"3041","med","med","3","4","big","high","unacc"
"3042","vhigh","med","4","more","small","med","unacc"
"3043","vhigh","med","5more","2","med","med","unacc"
"3044","high","low","3","4","small","med","unacc"
"3045","high","med","5more","4","small","med","unacc"
"3046","low","high","4","4","med","high","vgood"
"3047","vhigh","vhigh","3","more","med","low","unacc"
"3048","high","vhigh","3","2","big","high","unacc"
"3049","high","med","4","2","small","low","unacc"
"3050","vhigh","high","4","2","small","low","unacc"
"3051","med","high","2","2","small","med","unacc"
"3052","high","vhigh","4","more","big","med","good"
"3053","med","high","5more","more","small","high","acc"
"3054","med","low","2","more","med","med","acc"
"3055","med","vhigh","3","2","small","high","unacc"
"3056","vhigh","med","5more","4","med","low","unacc"
"3057","med","vhigh","3","2","small","low","unacc"
"3058","vhigh","high","4","more","small","med","unacc"
"3059","med","med","5more","4","big","high","vgood"
"3060","vhigh","vhigh","5more","more","big","high","unacc"
"3061","vhigh","high","2","4","med","low","unacc"
"3062","vhigh","low","2","more","med","high","acc"
"3063","high","low","2","2","med","high","acc"
"3064","vhigh","med","3","more","med","low","unacc"
"3065","vhigh","low","4","more","med","high","acc"
"3066","vhigh","low","2","4","med","high","acc"
"3067","med","vhigh","2","2","med","low","unacc"
"3068","low","vhigh","5more","more","med","med","acc"
"3069","high","high","4","2","small","med","unacc"
"3070","high","vhigh","4","2","big","med","unacc"
"3071","med","vhigh","4","4","small","high","unacc"
"3072","vhigh","low","2","more","big","med","acc"
"3073","high","med","2","2","big","med","unacc"
"3074","vhigh","low","2","4","med","high","acc"
"3075","high","high","4","4","big","low","unacc"
"3076","high","high","2","4","med","high","acc"
"3077","vhigh","low","5more","2","small","low","unacc"
"3078","vhigh","low","2","2","small","high","unacc"
"3079","med","vhigh","4","4","big","high","acc"
"3080","high","vhigh","2","more","med","high","unacc"
"3081","med","vhigh","3","more","big","high","acc"
"3082","high","low","5more","4","med","low","unacc"
"3083","high","low","3","4","med","med","unacc"
"3084","med","high","4","4","small","med","unacc"
"3085","vhigh","low","5more","4","big","high","unacc"
"3086","high","low","3","4","small","med","unacc"
"3087","med","low","4","4","med","low","unacc"
"3088","high","high","3","2","small","high","unacc"
"3089","med","vhigh","4","2","big","high","unacc"
"3090","low","vhigh","3","4","big","low","unacc"
"3091","high","med","2","2","big","high","unacc"
"3092","low","high","2","more","big","high","acc"
"3093","med","low","5more","more","small","high","good"
"3094","vhigh","high","2","2","med","med","unacc"
"3095","high","low","2","2","med","high","unacc"
"3096","low","low","5more","more","big","med","good"
"3097","high","high","3","more","med","low","unacc"
"3098","vhigh","vhigh","5more","4","med","low","unacc"
"3099","vhigh","med","4","2","small","low","unacc"
"3100","med","med","3","more","med","med","acc"
"3101","low","vhigh","5more","4","small","low","unacc"
"3102","high","low","2","4","small","high","acc"
"3103","low","med","3","2","big","med","unacc"
"3104","low","low","4","2","big","low","unacc"
"3105","high","vhigh","2","2","small","high","unacc"
"3106","low","low","5more","more","big","high","vgood"
"3107","low","high","3","2","small","high","acc"
"3108","med","med","3","more","small","low","unacc"
"3109","high","vhigh","2","2","small","med","unacc"
"3110","low","low","2","more","med","high","good"
"3111","med","vhigh","4","more","big","high","acc"
"3112","high","med","5more","2","med","high","unacc"
"3113","low","high","5more","more","med","high","vgood"
"3114","low","high","5more","more","small","high","acc"
"3115","high","high","5more","2","big","low","unacc"
"3116","low","vhigh","4","more","med","low","unacc"
"3117","med","high","3","2","big","med","acc"
"3118","med","vhigh","5more","2","big","low","unacc"
"3119","high","high","2","4","big","low","acc"
"3120","vhigh","low","3","2","med","high","unacc"
"3121","vhigh","med","3","2","med","low","unacc"
"3122","med","vhigh","3","more","big","med","acc"
"3123","high","vhigh","5more","4","med","high","unacc"
"3124","vhigh","high","3","more","big","low","unacc"
"3125","vhigh","med","2","4","small","low","unacc"
"3126","low","low","4","4","med","high","vgood"
"3127","med","vhigh","3","more","big","med","acc"
"3128","vhigh","high","4","4","small","low","unacc"
"3129","med","med","3","4","big","low","unacc"
"3130","low","high","3","more","small","low","unacc"
"3131","low","low","5more","4","med","high","vgood"
"3132","vhigh","vhigh","2","2","small","high","unacc"
"3133","med","high","5more","4","big","high","acc"
"3134","med","low","2","2","small","med","unacc"
"3135","high","low","2","4","big","high","acc"
"3136","med","low","2","more","med","med","acc"
"3137","low","high","2","2","small","high","unacc"
"3138","med","med","2","4","small","low","unacc"
"3139","med","vhigh","4","4","med","low","unacc"
"3140","high","vhigh","3","4","med","high","unacc"
"3141","med","med","4","4","small","med","acc"
"3142","high","med","5more","more","small","low","unacc"
"3143","low","low","3","2","big","med","unacc"
"3144","med","low","5more","more","big","low","unacc"
"3145","low","high","3","2","med","med","unacc"
"3146","med","low","3","more","big","med","good"
"3147","med","vhigh","4","2","big","high","unacc"
"3148","high","med","2","2","big","low","unacc"
"3149","high","high","2","4","med","low","unacc"
"3150","med","vhigh","5more","4","small","low","unacc"
"3151","low","med","3","2","med","low","unacc"
"3152","med","vhigh","3","more","big","low","unacc"
"3153","med","low","4","more","med","low","unacc"
"3154","high","vhigh","4","2","med","low","unacc"
"3155","med","high","5more","more","med","low","unacc"
"3156","vhigh","high","4","4","big","med","unacc"
"3157","vhigh","med","5more","4","small","high","acc"
"3158","med","vhigh","3","4","small","low","unacc"
"3159","vhigh","low","4","more","small","med","unacc"
"3160","med","high","3","2","med","med","unacc"
"3161","vhigh","low","5more","4","small","low","unacc"
"3162","med","high","2","4","small","high","acc"
"3163","low","low","5more","2","big","med","unacc"
"3164","med","vhigh","4","more","big","low","unacc"
"3165","low","med","3","2","small","med","unacc"
"3166","med","low","5more","2","big","med","unacc"
"3167","vhigh","low","2","2","med","low","unacc"
"3168","med","med","4","4","big","med","acc"
"3169","high","med","4","2","med","med","unacc"
"3170","low","vhigh","3","4","med","high","acc"
"3171","high","high","5more","4","med","med","unacc"
"3172","high","high","5more","more","big","med","acc"
"3173","low","low","4","4","med","low","unacc"
"3174","low","vhigh","2","more","big","high","acc"
"3175","med","high","2","2","med","med","unacc"
"3176","med","low","5more","2","big","low","unacc"
"3177","med","vhigh","5more","2","small","high","unacc"
"3178","high","vhigh","2","more","small","low","unacc"
"3179","high","vhigh","3","more","med","med","unacc"
"3180","high","low","2","more","small","med","unacc"
"3181","med","low","2","4","small","med","acc"
"3182","med","low","4","4","small","low","unacc"
"3183","low","med","2","2","big","med","unacc"
"3184","med","low","3","2","med","high","unacc"
"3185","med","high","3","4","small","high","acc"
"3186","med","med","5more","2","med","high","unacc"
"3187","low","med","3","4","small","high","good"
"3188","med","high","4","2","med","high","acc"
"3189","high","med","2","more","big","med","acc"
"3190","high","low","2","4","med","med","unacc"
"3191","med","low","5more","more","small","med","acc"
"3192","med","low","3","2","med","low","unacc"
"3193","vhigh","low","2","2","small","high","acc"
"3194","vhigh","high","3","2","big","low","unacc"
"3195","high","high","3","2","small","low","unacc"
"3196","low","med","3","4","small","high","good"
"3197","high","vhigh","3","more","big","low","unacc"
"3198","vhigh","vhigh","3","4","small","high","unacc"
"3199","vhigh","low","5more","4","big","med","acc"
"3200","low","vhigh","4","more","small","med","unacc"
"3201","vhigh","low","4","2","big","low","unacc"
"3202","med","low","4","more","small","low","good"
"3203","low","high","5more","more","small","low","unacc"
"3204","med","low","4","2","med","high","unacc"
"3205","med","low","2","more","med","med","acc"
"3206","vhigh","high","4","4","med","low","unacc"
"3207","med","high","2","more","med","med","unacc"
"3208","high","high","3","2","med","low","unacc"
"3209","low","vhigh","3","2","med","high","unacc"
"3210","high","vhigh","5more","more","big","med","unacc"
"3211","high","high","4","4","med","high","acc"
"3212","high","med","5more","2","med","low","unacc"
"3213","vhigh","high","4","2","med","med","unacc"
"3214","vhigh","high","5more","2","big","low","unacc"
"3215","high","high","5more","4","small","high","acc"
"3216","low","vhigh","2","more","small","high","unacc"
"3217","high","vhigh","2","4","small","high","unacc"
"3218","high","high","2","2","med","med","unacc"
"3219","med","med","2","more","big","low","unacc"
"3220","low","med","2","more","small","low","unacc"
"3221","vhigh","high","3","2","big","med","unacc"
"3222","low","low","3","4","big","low","unacc"
"3223","med","low","5more","4","big","high","vgood"
"3224","med","low","4","more","med","med","acc"
"3225","high","vhigh","3","4","small","high","unacc"
"3226","vhigh","vhigh","4","more","med","med","unacc"
"3227","low","low","5more","4","big","low","unacc"
"3228","vhigh","high","4","2","small","high","unacc"
"3229","vhigh","high","3","4","big","med","unacc"
"3230","high","med","4","2","big","med","unacc"
"3231","low","high","5more","more","big","low","unacc"
"3232","low","med","4","more","big","high","vgood"
"3233","low","vhigh","5more","4","big","high","good"
"3234","vhigh","low","2","2","med","low","unacc"
"3235","vhigh","low","4","2","big","high","unacc"
"3236","med","vhigh","4","4","big","high","acc"
"3237","low","high","5more","more","big","med","acc"
"3238","low","med","2","2","small","med","unacc"
"3239","low","vhigh","4","4","med","high","unacc"
"3240","vhigh","high","4","more","big","med","acc"
"3241","vhigh","vhigh","5more","2","small","high","unacc"
"3242","med","low","5more","more","big","high","vgood"
"3243","vhigh","low","5more","4","big","low","unacc"
"3244","vhigh","vhigh","4","more","small","med","unacc"
"3245","low","low","5more","2","big","med","unacc"
"3246","low","med","3","2","big","low","unacc"
"3247","vhigh","vhigh","4","more","big","low","unacc"
"3248","vhigh","high","2","4","med","high","vgood"
"3249","med","vhigh","2","more","small","med","acc"
"3250","vhigh","high","2","4","big","low","unacc"
"3251","low","med","4","4","big","high","vgood"
"3252","vhigh","high","5more","4","med","med","unacc"
"3253","med","vhigh","3","4","small","med","acc"
"3254","low","low","2","2","small","high","unacc"
"3255","vhigh","low","3","more","big","med","acc"
"3256","low","vhigh","3","more","big","med","acc"
"3257","low","vhigh","5more","4","med","low","unacc"
"3258","vhigh","med","4","2","med","low","unacc"
"3259","high","vhigh","2","2","big","high","unacc"
"3260","low","vhigh","2","more","small","low","unacc"
"3261","med","med","3","4","small","low","unacc"
"3262","low","vhigh","3","2","big","low","unacc"
"3263","vhigh","med","3","4","med","med","acc"
"3264","low","vhigh","3","2","med","med","unacc"
"3265","high","low","5more","2","med","low","unacc"
"3266","vhigh","high","5more","more","med","med","unacc"
"3267","low","med","2","2","med","low","unacc"
"3268","high","high","3","more","small","med","unacc"
"3269","med","med","2","more","med","high","acc"
"3270","med","med","5more","4","big","low","unacc"
"3271","high","vhigh","4","2","small","high","unacc"
"3272","low","high","5more","more","small","low","unacc"
"3273","vhigh","med","3","4","small","low","unacc"
"3274","vhigh","vhigh","2","4","med","high","unacc"
"3275","med","med","3","more","big","low","unacc"
"3276","low","med","4","2","med","med","unacc"
"3277","low","vhigh","5more","more","small","low","unacc"
"3278","vhigh","vhigh","2","4","small","high","unacc"
"3279","vhigh","low","2","2","small","med","unacc"
"3280","med","high","5more","more","med","low","unacc"
"3281","med","vhigh","4","2","small","high","unacc"
"3282","med","high","2","4","small","low","unacc"
"3283","high","high","4","2","med","low","unacc"
"3284","low","high","2","4","small","med","acc"
"3285","vhigh","high","5more","4","med","high","unacc"
"3286","high","low","2","2","med","med","unacc"
"3287","low","high","5more","4","small","high","acc"
"3288","vhigh","med","2","4","small","high","acc"
"3289","med","med","4","2","big","low","unacc"
"3290","high","med","3","more","med","low","unacc"
"3291","vhigh","low","3","4","med","med","acc"
"3292","med","high","4","2","small","high","unacc"
"3293","low","vhigh","4","4","med","med","vgood"
"3294","med","med","5more","2","big","high","unacc"
"3295","high","high","2","more","med","high","acc"
"3296","low","low","4","2","med","high","unacc"
"3297","vhigh","high","5more","more","small","high","unacc"
"3298","vhigh","med","2","2","small","high","unacc"
"3299","high","high","4","4","big","low","unacc"
"3300","med","low","5more","2","small","low","unacc"
"3301","vhigh","high","3","2","big","low","unacc"
"3302","high","high","2","4","small","low","unacc"
"3303","low","low","2","2","big","low","unacc"
"3304","low","high","2","4","small","med","acc"
"3305","high","vhigh","3","more","small","high","unacc"
"3306","med","low","4","more","small","med","good"
"3307","vhigh","vhigh","5more","4","big","med","unacc"
"3308","high","med","4","2","small","high","unacc"
"3309","high","vhigh","2","more","med","low","unacc"
"3310","med","vhigh","2","4","med","low","unacc"
"3311","med","low","5more","more","med","low","unacc"
"3312","high","high","2","4","med","med","unacc"
"3313","low","low","3","2","big","low","vgood"
"3314","med","vhigh","2","4","small","high","acc"
"3315","high","high","2","2","small","low","unacc"
"3316","low","high","3","2","big","low","unacc"
"3317","med","high","4","more","big","high","acc"
"3318","vhigh","vhigh","4","2","med","med","unacc"
"3319","high","high","3","2","small","high","unacc"
"3320","low","low","4","more","big","med","good"
"3321","high","low","4","2","med","low","unacc"
"3322","high","med","4","4","small","med","unacc"
"3323","high","med","2","2","small","high","unacc"
"3324","med","med","3","4","med","med","unacc"
"3325","low","med","2","2","big","med","unacc"
"3326","low","low","5more","more","big","low","unacc"
"3327","vhigh","low","3","4","big","low","unacc"
"3328","vhigh","high","5more","2","med","med","unacc"
"3329","vhigh","low","2","4","big","high","unacc"
"3330","low","high","3","4","small","med","good"
"3331","med","vhigh","2","4","med","med","unacc"
"3332","vhigh","vhigh","2","4","big","low","unacc"
"3333","low","low","2","2","med","med","unacc"
"3334","low","low","2","2","small","low","unacc"
"3335","vhigh","med","2","more","big","low","unacc"
"3336","vhigh","low","2","more","small","low","unacc"
"3337","low","vhigh","5more","2","med","high","unacc"
"3338","med","high","2","more","small","high","acc"
"3339","vhigh","med","2","4","big","med","acc"
"3340","med","high","2","more","med","low","unacc"
"3341","low","low","4","2","med","low","unacc"
"3342","low","high","3","2","med","low","unacc"
"3343","high","low","2","2","big","med","unacc"
"3344","med","med","5more","more","small","low","unacc"
"3345","vhigh","med","4","2","big","high","unacc"
"3346","med","high","4","2","big","high","unacc"
"3347","med","high","3","2","small","low","unacc"
"3348","low","med","2","4","big","low","unacc"
"3349","low","med","2","more","big","low","unacc"
"3350","med","vhigh","4","more","big","low","unacc"
"3351","vhigh","vhigh","4","4","med","low","unacc"
"3352","high","med","5more","more","small","low","unacc"
"3353","high","med","5more","2","small","low","unacc"
"3354","vhigh","med","5more","4","med","low","unacc"
"3355","low","med","5more","more","big","low","unacc"
"3356","high","med","3","2","med","med","unacc"
"3357","med","med","4","2","small","med","unacc"
"3358","med","vhigh","4","4","big","low","unacc"
"3359","high","vhigh","5more","4","big","high","unacc"
"3360","vhigh","med","2","2","med","high","unacc"
"3361","vhigh","low","4","4","med","low","unacc"
"3362","med","vhigh","4","4","small","low","unacc"
"3363","vhigh","low","3","4","med","low","unacc"
"3364","vhigh","high","5more","4","big","med","unacc"
"3365","med","high","5more","4","med","med","acc"
"3366","high","low","4","more","med","med","unacc"
"3367","low","med","2","4","small","high","acc"
"3368","vhigh","med","2","2","med","low","unacc"
"3369","vhigh","med","3","4","big","low","unacc"
"3370","low","low","2","4","med","high","good"
"3371","high","high","2","more","big","low","unacc"
"3372","vhigh","med","5more","2","small","high","unacc"
"3373","vhigh","low","4","more","small","low","unacc"
"3374","med","vhigh","4","more","big","med","good"
"3375","vhigh","vhigh","3","more","big","low","unacc"
"3376","vhigh","vhigh","5more","2","big","med","unacc"
"3377","high","low","5more","more","big","med","acc"
"3378","low","high","5more","more","med","low","vgood"
"3379","high","low","3","more","med","low","unacc"
"3380","high","vhigh","5more","more","med","low","unacc"
"3381","high","vhigh","3","4","big","low","unacc"
"3382","high","high","5more","2","small","med","unacc"
"3383","vhigh","low","3","2","small","low","unacc"
"3384","vhigh","high","3","4","big","high","unacc"
"3385","vhigh","med","2","4","med","low","unacc"
"3386","med","high","5more","4","med","high","acc"
"3387","high","med","4","2","med","med","unacc"
"3388","vhigh","med","2","more","big","low","unacc"
"3389","low","low","4","2","med","low","unacc"
"3390","high","med","4","more","big","med","acc"
"3391","high","vhigh","3","4","med","low","unacc"
"3392","high","vhigh","5more","4","big","high","unacc"
"3393","high","low","5more","4","small","med","unacc"
"3394","med","high","5more","more","small","med","acc"
"3395","high","high","3","4","med","med","unacc"
"3396","med","med","5more","4","med","low","unacc"
"3397","vhigh","vhigh","2","2","big","med","unacc"
"3398","low","high","3","2","med","high","unacc"
"3399","low","med","4","4","small","high","good"
"3400","low","vhigh","5more","4","small","med","acc"
"3401","med","high","4","4","small","low","unacc"
"3402","low","high","4","4","med","high","vgood"
"3403","vhigh","vhigh","5more","more","small","med","unacc"
"3404","low","vhigh","4","4","med","med","acc"
"3405","med","med","3","more","med","med","acc"
"3406","low","low","5more","4","small","low","unacc"
"3407","high","vhigh","5more","4","big","med","unacc"
"3408","vhigh","low","5more","more","small","med","unacc"
"3409","vhigh","vhigh","3","2","big","med","unacc"
"3410","low","med","2","2","med","low","unacc"
"3411","high","low","3","more","big","med","acc"
"3412","low","high","3","4","small","high","acc"
"3413","vhigh","high","5more","2","small","low","unacc"
"3414","high","med","5more","more","big","med","acc"
"3415","med","med","5more","2","med","high","unacc"
"3416","med","high","5more","4","big","high","acc"
"3417","high","med","5more","4","med","low","unacc"
"3418","vhigh","med","4","2","med","low","unacc"
"3419","vhigh","high","4","4","big","low","unacc"
"3420","low","high","5more","more","small","high","acc"
"3421","vhigh","med","5more","2","big","low","unacc"
"3422","low","vhigh","5more","more","small","high","unacc"
"3423","med","low","3","4","med","high","good"
"3424","med","vhigh","2","2","big","med","unacc"
"3425","vhigh","high","5more","4","big","med","unacc"
"3426","med","low","4","more","med","high","acc"
"3427","vhigh","high","5more","4","big","low","unacc"
"3428","med","med","4","2","big","low","unacc"
"3429","vhigh","vhigh","5more","more","big","high","unacc"
"3430","high","med","2","4","small","low","acc"
"3431","low","vhigh","2","2","med","med","unacc"
"3432","low","low","2","4","big","high","good"
"3433","high","vhigh","5more","4","small","high","unacc"
"3434","vhigh","high","4","4","small","high","unacc"
"3435","high","low","4","4","big","low","unacc"
"3436","low","low","5more","4","med","high","acc"
"3437","high","vhigh","3","2","big","med","unacc"
"3438","vhigh","med","3","4","small","high","unacc"
"3439","high","med","4","2","big","med","unacc"
"3440","high","med","3","4","big","med","acc"
"3441","vhigh","high","2","more","big","low","unacc"
"3442","vhigh","vhigh","3","4","big","med","acc"
"3443","high","low","3","2","small","med","unacc"
"3444","high","high","5more","4","med","med","acc"
"3445","vhigh","low","5more","4","med","high","acc"
"3446","low","low","3","4","big","high","vgood"
"3447","med","high","4","4","big","low","unacc"
"3448","high","low","2","more","big","high","acc"
"3449","low","vhigh","2","2","big","high","unacc"
"3450","med","high","5more","2","big","med","unacc"
"3451","high","high","3","2","small","med","unacc"
"3452","med","high","2","more","med","low","unacc"
"3453","vhigh","med","4","more","med","med","acc"
"3454","low","low","2","4","small","med","acc"
"3455","low","high","4","4","med","high","unacc"
"3456","med","med","3","more","big","high","acc"
"3457","med","vhigh","3","4","med","med","unacc"
"3458","high","high","3","4","med","low","unacc"
"3459","med","high","4","4","big","high","acc"
"3460","low","high","4","2","small","low","unacc"
"3461","vhigh","high","4","more","big","med","unacc"
"3462","med","high","4","4","big","high","acc"
"3463","low","med","4","4","med","high","vgood"
"3464","low","high","4","more","big","high","vgood"
"3465","low","med","4","2","small","low","unacc"
"3466","med","low","2","more","med","med","acc"
"3467","low","med","3","2","med","med","unacc"
"3468","vhigh","low","5more","2","big","high","unacc"
"3469","low","low","4","2","med","low","unacc"
"3470","med","vhigh","2","2","med","med","unacc"
"3471","vhigh","vhigh","2","4","big","low","unacc"
"3472","high","vhigh","4","2","med","high","unacc"
"3473","high","low","3","more","small","med","unacc"
"3474","vhigh","vhigh","4","4","big","high","unacc"
"3475","vhigh","vhigh","2","2","med","high","unacc"
"3476","vhigh","low","3","more","med","med","unacc"
"3477","high","med","3","2","med","low","unacc"
"3478","high","vhigh","4","more","big","high","unacc"
"3479","high","med","3","more","big","low","unacc"
"3480","low","high","3","more","big","med","unacc"
"3481","high","low","4","2","small","low","unacc"
"3482","low","vhigh","3","4","small","high","unacc"
"3483","vhigh","low","2","2","small","low","unacc"
"3484","vhigh","med","4","4","med","high","acc"
"3485","low","med","2","more","big","med","acc"
"3486","high","low","3","2","big","med","unacc"
"3487","med","med","2","more","small","low","unacc"
"3488","med","low","5more","more","small","high","acc"
"3489","low","low","3","4","small","high","good"
"3490","low","vhigh","4","more","small","high","acc"
"3491","low","high","3","4","big","med","vgood"
"3492","high","high","3","more","big","low","unacc"
"3493","high","low","2","more","med","low","unacc"
"3494","vhigh","high","3","2","med","med","unacc"
"3495","med","low","4","4","med","high","good"
"3496","low","vhigh","4","2","big","med","unacc"
"3497","low","high","3","2","small","med","unacc"
"3498","low","vhigh","4","4","big","high","acc"
"3499","high","low","3","4","big","low","unacc"
"3500","low","vhigh","3","more","small","low","unacc"
"3501","vhigh","high","5more","4","big","low","unacc"
"3502","med","med","4","4","small","high","acc"
"3503","low","vhigh","2","4","small","low","unacc"
"3504","high","med","3","4","med","low","unacc"
"3505","high","med","4","2","small","med","unacc"
"3506","med","low","4","2","med","low","unacc"
"3507","high","med","2","4","big","low","unacc"
"3508","med","high","5more","more","small","high","acc"
"3509","vhigh","vhigh","3","4","small","low","unacc"
"3510","vhigh","vhigh","4","more","big","low","unacc"
"3511","high","low","4","4","small","med","unacc"
"3512","high","high","5more","2","small","med","unacc"
"3513","med","vhigh","3","more","big","med","acc"
"3514","low","vhigh","3","more","big","med","unacc"
"3515","vhigh","high","4","2","med","high","unacc"
"3516","vhigh","vhigh","2","2","med","high","unacc"
"3517","high","low","5more","2","small","med","unacc"
"3518","vhigh","high","2","4","med","high","unacc"
"3519","high","low","5more","4","small","med","unacc"
"3520","low","vhigh","5more","4","med","high","acc"
"3521","med","vhigh","4","4","small","low","unacc"
"3522","med","med","4","4","med","low","unacc"
"3523","med","high","5more","more","med","low","unacc"
"3524","high","vhigh","4","more","med","low","unacc"
"3525","low","med","5more","2","med","low","unacc"
"3526","vhigh","high","5more","4","big","low","unacc"
"3527","high","vhigh","2","more","small","low","unacc"
"3528","med","low","5more","4","small","high","good"
"3529","med","med","4","2","small","low","unacc"
"3530","low","high","2","2","med","med","unacc"
"3531","med","vhigh","4","2","med","low","unacc"
"3532","high","vhigh","4","2","big","med","unacc"
"3533","med","med","5more","2","med","high","acc"
"3534","vhigh","high","5more","4","big","low","unacc"
"3535","vhigh","vhigh","2","more","big","high","acc"
"3536","vhigh","low","5more","more","med","high","unacc"
"3537","low","vhigh","5more","more","med","high","acc"
"3538","vhigh","med","2","more","small","med","acc"
"3539","vhigh","high","5more","2","small","high","unacc"
"3540","vhigh","low","4","more","big","high","acc"
"3541","high","low","5more","4","med","high","acc"
"3542","med","low","5more","2","big","high","unacc"
"3543","high","med","2","more","small","med","unacc"
"3544","low","med","3","more","big","high","good"
"3545","vhigh","med","4","4","small","med","unacc"
"3546","high","high","3","4","small","med","unacc"
"3547","low","vhigh","2","4","big","med","acc"
"3548","high","high","3","4","med","low","unacc"
"3549","med","high","3","more","small","med","acc"
"3550","low","med","4","4","big","high","vgood"
"3551","low","med","2","2","small","med","unacc"
"3552","high","high","4","more","med","med","acc"
"3553","high","high","5more","more","small","med","unacc"
"3554","vhigh","med","2","more","med","low","unacc"
"3555","high","high","2","2","small","med","unacc"
"3556","vhigh","med","3","2","med","high","unacc"
"3557","med","med","4","4","big","low","unacc"
"3558","high","med","3","2","small","high","unacc"
"3559","vhigh","med","4","4","med","med","unacc"
"3560","low","high","5more","2","med","low","vgood"
"3561","low","low","4","4","big","med","unacc"
"3562","med","low","4","4","big","low","unacc"
"3563","med","high","5more","more","big","med","acc"
"3564","high","high","5more","more","small","high","unacc"
"3565","med","low","5more","more","big","high","vgood"
"3566","low","vhigh","2","2","med","low","unacc"
"3567","low","low","4","2","med","high","unacc"
"3568","vhigh","low","4","2","med","high","unacc"
"3569","low","med","5more","more","big","low","unacc"
"3570","high","vhigh","4","4","med","low","unacc"
"3571","vhigh","high","2","4","small","med","unacc"
"3572","vhigh","med","3","4","med","med","acc"
"3573","med","low","3","2","med","high","unacc"
"3574","vhigh","low","4","more","med","high","unacc"
"3575","high","med","2","more","big","med","acc"
"3576","high","med","5more","more","big","med","acc"
"3577","vhigh","vhigh","2","more","med","low","unacc"
"3578","vhigh","high","3","2","small","low","unacc"
"3579","high","vhigh","2","2","med","high","unacc"
"3580","vhigh","vhigh","4","more","small","low","unacc"
"3581","vhigh","high","4","4","big","high","unacc"
"3582","low","vhigh","3","4","big","high","acc"
"3583","high","low","5more","2","med","high","unacc"
"3584","high","vhigh","2","4","big","low","unacc"
"3585","med","med","2","4","med","low","unacc"
"3586","med","med","5more","more","big","med","acc"
"3587","vhigh","vhigh","4","4","small","high","unacc"
"3588","low","high","5more","2","big","high","unacc"
"3589","high","high","4","4","big","low","unacc"
"3590","high","low","5more","2","small","med","unacc"
"3591","med","high","2","more","big","low","unacc"
"3592","low","med","3","more","big","high","good"
"3593","med","vhigh","4","4","med","med","unacc"
"3594","vhigh","low","4","4","small","med","unacc"
"3595","high","low","3","2","small","high","unacc"
"3596","low","low","5more","more","med","high","good"
"3597","vhigh","high","4","2","big","high","unacc"
"3598","high","med","2","4","med","low","unacc"
"3599","med","vhigh","3","2","small","low","unacc"
"3600","low","high","4","2","med","high","unacc"
"3601","high","med","3","more","big","low","unacc"
"3602","high","high","5more","more","big","med","acc"
"3603","low","med","5more","2","med","low","unacc"
"3604","vhigh","vhigh","4","4","small","med","unacc"
"3605","low","high","4","2","big","high","unacc"
"3606","high","med","5more","4","med","low","unacc"
"3607","high","med","3","more","big","high","unacc"
"3608","med","high","5more","2","big","low","unacc"
"3609","low","med","3","2","med","high","unacc"
"3610","vhigh","low","2","4","med","low","unacc"
"3611","med","high","2","2","small","high","unacc"
"3612","low","low","2","2","big","low","unacc"
"3613","high","med","3","more","big","high","acc"
"3614","med","med","3","4","med","med","acc"
"3615","high","low","3","more","small","low","unacc"
"3616","low","low","2","2","small","med","unacc"
"3617","vhigh","vhigh","3","4","big","med","unacc"
"3618","vhigh","low","4","4","big","low","unacc"
"3619","med","high","3","4","small","med","acc"
"3620","vhigh","vhigh","2","more","med","low","unacc"
"3621","low","high","2","2","med","high","unacc"
"3622","high","med","2","more","med","med","unacc"
"3623","high","vhigh","5more","2","big","high","unacc"
"3624","vhigh","med","3","2","big","low","unacc"
"3625","vhigh","low","2","2","small","low","unacc"
"3626","vhigh","vhigh","5more","2","med","med","unacc"
"3627","med","med","2","4","small","high","acc"
"3628","vhigh","vhigh","2","4","big","high","unacc"
"3629","high","vhigh","2","4","big","med","unacc"
"3630","vhigh","high","4","4","med","low","unacc"
